No_Die,Datetime,Lot_Num,Wafer_Num,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp
NOLSM7832927,25-02-2019 ?? 9:04:30,29,27,2,Implantation,2.07E+16,1.45E+17,1.21E+18,3.02E+17,6.00E+17,32621.49,0.01,100.525,905,151
NOLSM784301,26-02-2019 ?? 9:04:30,30,1,1,Implantation,5.92E+15,3846247470,1.80E+11,3.01E+17,6.00E+17,32337.742,0.01,100.688,909,151
NOLSM785302,26-02-2019 ?? 9:04:30,30,2,1,Implantation,7.32E+15,2.76E+16,4.29E+17,3.01E+17,6.00E+17,32422.811,0.01,100.968,908,151
NOLSM786303,26-02-2019 ?? 9:04:30,30,3,2,Implantation,1.99E+16,1.59E+17,1.02E+18,3.01E+17,6.00E+17,32255.476,0.01,100.571,904,151
NOLSM787304,26-02-2019 ?? 9:04:30,30,4,3,Implantation,1.68E+16,3.04E+12,1.90E+14,2.98E+17,6.00E+17,32597.159,0.01,100.254,905,150
NOLSM788305,26-02-2019 ?? 9:04:30,30,5,3,Implantation,1.08E+16,4.68E+16,3.00E+17,3.02E+17,6.00E+17,32194.56,0.01,99.766,901,150
NOLSM789306,26-02-2019 ?? 9:04:30,30,6,2,Implantation,1.42E+16,2.70E+16,5.31E+17,3.01E+17,6.00E+17,32641.989,0.01,100.404,904,151
NOLSM790307,26-02-2019 ?? 9:04:30,30,7,1,Implantation,6.70E+15,5.63E+16,5.27E+14,2.98E+17,6.00E+17,32639.929,0.01,100.729,903,151
NOLSM791308,26-02-2019 ?? 9:04:30,30,8,1,Implantation,1.66E+16,1.58E+17,9.62E+17,3.00E+17,6.00E+17,32636.286,0.01,100.703,904,151
NOLSM792309,26-02-2019 ?? 9:04:30,30,9,3,Implantation,6.55E+15,6.40E+16,5.47E+13,2.99E+17,6.00E+17,31686.264,0.01,100.155,904,150
NOLSM7933010,26-02-2019 ?? 9:04:30,30,10,3,Implantation,2.07E+16,1.01E+15,2.75E+15,3.00E+17,6.00E+17,31783.84,0.01,100.177,903,150
NOLSM7943011,26-02-2019 ?? 9:04:30,30,11,2,Implantation,2.93E+15,8.08E+13,1.79E+16,3.00E+17,6.00E+17,31618.822,0.01,100.256,904,150
NOLSM7953012,26-02-2019 ?? 9:04:30,30,12,1,Implantation,5.25E+15,5.19E+16,1.15E+16,3.01E+17,6.00E+17,31618.16,0.01,100.32,908,150
NOLSM7963013,26-02-2019 ?? 9:04:30,30,13,1,Implantation,8.59E+15,1.96E+16,5.11E+17,3.00E+17,6.00E+17,31910.25,0.01,101.053,908,152
NOLSM7973014,26-02-2019 ?? 9:04:30,30,14,2,Implantation,8.99E+15,7.34E+16,5.39E+17,3.00E+17,6.00E+17,32155.309,0.01,101.003,900,152
NOLSM7983015,26-02-2019 ?? 9:04:30,30,15,3,Implantation,1.11E+16,5.59E+16,3.99E+17,3.00E+17,6.00E+17,32178.343,0.01,99.116,899,149
NOLSM7993016,26-02-2019 ?? 9:04:30,30,16,3,Implantation,4.33E+15,1.81E+16,1.17E+17,3.00E+17,6.00E+17,32141.981,0.01,99.859,900,150
NOLSM8003017,26-02-2019 ?? 9:04:30,30,17,2,Implantation,5.10E+15,1.58E+16,3.02E+17,2.99E+17,6.00E+17,31618.691,0.01,99.796,898,150
NOLSM8013018,26-02-2019 ?? 9:04:30,30,18,1,Implantation,6.70E+15,6.70E+16,4.01E+17,3.01E+17,6.00E+17,33321.979,0.01,99.736,900,150
NOLSM8023019,26-02-2019 ?? 9:04:30,30,19,1,Implantation,8.04E+15,6.43E+16,4.53E+17,3.01E+17,6.00E+17,32175.559,0.01,99.674,899,150
NOLSM8033020,26-02-2019 ?? 9:04:30,30,20,3,Implantation,1.47E+16,2.47E+14,1.42E+12,2.99E+17,6.00E+17,31260.811,0.01,101.119,917,152
NOLSM8043021,26-02-2019 ?? 9:04:30,30,21,3,Implantation,3.53E+15,2.52E+16,3.80E+16,3.00E+17,6.00E+17,31576.001,0.01,101.482,908,152
NOLSM8053022,26-02-2019 ?? 9:04:30,30,22,2,Implantation,1.52E+16,1.52E+17,9.07E+17,3.00E+17,6.00E+17,31637.594,0.01,100.782,908,151
NOLSM8063023,26-02-2019 ?? 9:04:30,30,23,1,Implantation,3.70E+15,1.31E+16,1.55E+17,3.00E+17,6.00E+17,32156.959,0.01,99.711,908,150
NOLSM8073024,26-02-2019 ?? 9:04:30,30,24,1,Implantation,1.17E+16,1.44E+16,3.37E+16,3.01E+17,6.00E+17,32998.534,0.01,100.557,909,151
NOLSM8083025,26-02-2019 ?? 9:04:30,30,25,2,Implantation,9.13E+15,8.88E+16,2.72E+17,3.00E+17,6.00E+17,33115.585,0.01,100.657,925,151
NOLSM8093026,26-02-2019 ?? 9:04:30,30,26,3,Implantation,8.82E+15,4.11E+16,4.86E+17,3.01E+17,6.00E+17,32465.72,0.01,101.98,913,153
NOLSM8103027,26-02-2019 ?? 9:04:30,30,27,3,Implantation,6.52E+15,2.84E+15,1.27E+14,3.00E+17,6.00E+17,32576.424,0.01,101.416,913,152
NOLSM811311,27-02-2019 ?? 9:04:30,31,1,2,Implantation,1.46E+16,8.02E+15,7.30E+17,2.98E+17,6.00E+17,32341.75,0.01,101.961,913,153
NOLSM812312,27-02-2019 ?? 9:04:30,31,2,1,Implantation,2.06E+16,1.67E+17,1.01E+18,2.98E+17,6.00E+17,32566.297,0.01,101.899,912,153
NOLSM813313,27-02-2019 ?? 9:04:30,31,3,1,Implantation,1.51E+16,6.70E+16,8.89E+17,3.00E+17,6.00E+17,32645.662,0.01,101.679,913,153
NOLSM814314,27-02-2019 ?? 9:04:30,31,4,2,Implantation,1.31E+16,1.31E+17,6.20E+17,3.00E+17,6.00E+17,32461.883,0.01,100.406,899,151
NOLSM815315,27-02-2019 ?? 9:04:30,31,5,3,Implantation,1.92E+16,1.66E+17,9.83E+15,3.00E+17,6.00E+17,32642.909,0.01,100.788,912,151
NOLSM816316,27-02-2019 ?? 9:04:30,31,6,3,Implantation,7.73E+15,2.08E+16,3.05E+15,3.01E+17,6.00E+17,32152.262,0.01,101.669,913,153
NOLSM817317,27-02-2019 ?? 9:04:30,31,7,2,Implantation,7.46E+15,7.43E+16,2.06E+17,3.00E+17,6.00E+17,32326.426,0.01,101.541,908,152
NOLSM818318,27-02-2019 ?? 9:04:30,31,8,1,Implantation,3.49E+15,2.63E+14,1.24E+12,3.01E+17,6.00E+17,32037.587,0.01,101.183,908,152
NOLSM819319,27-02-2019 ?? 9:04:30,31,9,1,Implantation,1.51E+16,2.07E+16,5.20E+13,3.02E+17,6.00E+17,32030.86,0.01,100.574,903,151
NOLSM8203110,27-02-2019 ?? 9:04:30,31,10,2,Implantation,4.24E+15,2.63E+16,1.80E+17,3.00E+17,6.00E+17,32173.088,0.01,100.188,906,150
NOLSM8213111,27-02-2019 ?? 9:04:30,31,11,3,Implantation,5.95E+15,4.86E+16,2.28E+17,3.01E+17,6.00E+17,32172.83,0.01,99.613,906,149
NOLSM8223112,27-02-2019 ?? 9:04:30,31,12,1,Implantation,1.14E+16,1.10E+17,1.13E+17,3.01E+17,6.00E+17,32187.56,0.01,100.284,902,150
NOLSM8233113,27-02-2019 ?? 9:04:30,31,13,1,Implantation,1.59E+16,1.59E+17,2.61E+14,2.99E+17,6.00E+17,32191.766,0.01,99.695,902,150
NOLSM8243114,27-02-2019 ?? 9:04:30,31,14,2,Implantation,6.79E+15,5.74E+16,4.03E+17,3.01E+17,6.00E+17,32188.486,0.01,100.074,902,150
NOLSM8253115,27-02-2019 ?? 9:04:30,31,15,3,Implantation,1.93E+16,1.93E+17,6.53E+17,3.00E+17,6.00E+17,32183.758,0.01,99.805,896,150
NOLSM8263116,27-02-2019 ?? 9:04:30,31,16,3,Implantation,7.62E+15,3.73E+16,2.32E+16,3.01E+17,6.00E+17,32180.949,0.01,100.535,885,151
NOLSM8273117,27-02-2019 ?? 9:04:30,31,17,1,Implantation,1.10E+16,1.08E+17,1.06E+17,3.01E+17,6.00E+17,32264.156,0.01,99.904,889,150
NOLSM8283118,27-02-2019 ?? 9:04:30,31,18,1,Implantation,2.80E+15,2.74E+16,1.08E+17,3.00E+17,6.00E+17,32264.303,0.01,100.079,886,150
NOLSM8293119,27-02-2019 ?? 9:04:30,31,19,2,Implantation,1.96E+16,8.64E+14,7.75E+13,2.99E+17,6.00E+17,32359.833,0.01,100.463,884,151
NOLSM8303120,27-02-2019 ?? 9:04:30,31,20,3,Implantation,1.97E+16,1.27E+17,1.18E+18,2.99E+17,6.00E+17,32362.152,0.01,99.514,886,149
NOLSM8313121,27-02-2019 ?? 9:04:30,31,21,3,Implantation,2.00E+16,1.08E+17,4.51E+17,3.02E+17,6.00E+17,32358.195,0.01,101.149,868,152
NOLSM8323122,27-02-2019 ?? 9:04:30,31,22,2,Implantation,1.29E+16,1.21E+17,4.61E+17,2.98E+17,6.00E+17,32353.162,0.01,101.078,869,152
NOLSM8333123,27-02-2019 ?? 9:04:30,31,23,1,Implantation,7.34E+15,5.26E+14,2.07E+14,3.01E+17,6.00E+17,32365.612,0.01,101.193,869,152
NOLSM8343124,27-02-2019 ?? 9:04:30,31,24,1,Implantation,7.36E+15,2.35E+16,2.09E+16,2.99E+17,6.00E+17,32257.524,0.01,102.14,869,153
NOLSM8353125,27-02-2019 ?? 9:04:30,31,25,2,Implantation,1.19E+16,4.36E+16,3.47E+16,2.98E+17,6.00E+17,32254.026,0.01,102.642,868,154
NOLSM8363126,27-02-2019 ?? 9:04:30,31,26,3,Implantation,4.19E+15,1.23E+15,11044952.33,3.02E+17,6.00E+17,32254.395,0.01,102.138,868,153
NOLSM8373127,27-02-2019 ?? 9:04:30,31,27,3,Implantation,7.58E+15,5.16E+16,3.46E+17,2.99E+17,6.00E+17,32255.649,0.01,102.317,868,153
NOLSM838321,28-02-2019 ?? 9:04:30,32,1,2,Implantation,1.02E+16,9.86E+16,1.21E+17,3.01E+17,6.00E+17,32252.755,0.01,101.779,868,153
NOLSM839322,28-02-2019 ?? 9:04:30,32,2,1,Implantation,4.08E+15,2.68E+16,1.94E+16,2.99E+17,6.00E+17,32103.171,0.01,102.462,867,154
NOLSM840323,28-02-2019 ?? 9:04:30,32,3,1,Implantation,4.59E+15,9.55E+14,4.15E+16,3.02E+17,6.00E+17,32421.751,0.01,102.03,867,153
NOLSM841324,28-02-2019 ?? 9:04:30,32,4,2,Implantation,1.61E+16,1.20E+11,2.76E+13,2.99E+17,6.00E+17,32251.764,0.01,102.409,868,154
NOLSM842325,28-02-2019 ?? 9:04:30,32,5,3,Implantation,5.06E+15,1.88E+16,4.19E+16,3.01E+17,6.00E+17,32241.615,0.01,101.586,868,152
NOLSM843326,28-02-2019 ?? 9:04:30,32,6,3,Implantation,8.13E+15,4.14E+16,4.23E+17,3.00E+17,6.00E+17,32242.286,0.01,101.695,868,153
NOLSM844327,28-02-2019 ?? 9:04:30,32,7,2,Implantation,2.06E+16,8.12E+16,2.12E+14,2.99E+17,6.00E+17,32240.974,0.01,101.261,868,152
NOLSM845328,28-02-2019 ?? 9:04:30,32,8,1,Implantation,1.21E+16,1.21E+17,3.70E+17,3.00E+17,6.00E+17,32255.76,0.01,101.299,868,152
NOLSM846329,28-02-2019 ?? 9:04:30,32,9,1,Implantation,1.81E+16,1.76E+17,1.03E+18,3.00E+17,6.00E+17,32252.961,0.01,101.177,868,152
NOLSM8473210,28-02-2019 ?? 9:04:30,32,10,2,Implantation,2.44E+15,2.31E+16,1.36E+17,3.00E+17,6.00E+17,32253.818,0.01,100.736,868,151
NOLSM8483211,28-02-2019 ?? 9:04:30,32,11,3,Implantation,1.05E+16,9.51E+16,6.27E+17,3.01E+17,6.00E+17,32248.621,0.01,101.503,868,152
NOLSM8493212,28-02-2019 ?? 9:04:30,32,12,3,Implantation,6.91E+15,5.43E+16,1.87E+17,3.01E+17,6.00E+17,32241.426,0.01,101.061,867,152
NOLSM8503213,28-02-2019 ?? 9:04:30,32,13,2,Implantation,9.32E+15,7.67E+15,3.07E+17,2.99E+17,6.00E+17,32245.574,0.01,101.506,868,152
NOLSM8513214,28-02-2019 ?? 9:04:30,32,14,1,Implantation,1.18E+16,2.79E+16,3.28E+14,2.99E+17,6.00E+17,32259.412,0.01,101.36,868,152
NOLSM8523215,28-02-2019 ?? 9:04:30,32,15,1,Implantation,1.51E+16,1.50E+17,7.05E+17,2.99E+17,6.00E+17,32258.401,0.01,101.439,868,152
