No_Die,Datetime,Lot_Num,Wafer_Num,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake
NOLSM814314,27-02-2019 ?? 9:04:30,31,4,3,Photo,1.01821,14.585,14.899,19.999,203.64,90,503.64,4072.805,5091.006,5.074,92.941,29.991
NOLSM815315,27-02-2019 ?? 9:04:30,31,5,3,Photo,1.12022,20.669,14.947,19.998,202.077,90.001,502.077,4041.539,5051.924,5.083,93.622,29.994
NOLSM816316,27-02-2019 ?? 9:04:30,31,6,1,Photo,1.0038,20.797,15.063,20.001,203.443,90,503.443,4068.863,5086.079,5.085,93.536,29.999
NOLSM817317,27-02-2019 ?? 9:04:30,31,7,1,Photo,1.00103,17.331,14.961,19.999,203.505,90,503.505,4070.109,5087.637,5.091,93.521,30.005
NOLSM818318,27-02-2019 ?? 9:04:30,31,8,1,Photo,0.44752,20.643,14.999,20.005,203.228,90,503.228,4064.561,5080.701,5.08,93.318,29.998
NOLSM819319,27-02-2019 ?? 9:04:30,31,9,2,Photo,0.62359,13.547,15.054,20.003,202.851,90,502.851,4057.016,5071.27,5.056,93.116,29.998
NOLSM8203110,27-02-2019 ?? 9:04:30,31,10,2,Photo,0.45929,18.682,14.986,19.998,202.375,90,502.375,4047.508,5059.385,5.049,93.067,29.993
NOLSM8213111,27-02-2019 ?? 9:04:30,31,11,3,Photo,1.05497,20.407,15.073,19.998,202.027,90,502.027,4040.549,5050.686,5.049,92.967,29.996
NOLSM8223112,27-02-2019 ?? 9:04:30,31,12,3,Photo,0.94353,20.206,15.025,19.998,202.414,90.001,502.414,4048.275,5060.343,5.065,92.57,30.014
NOLSM8233113,27-02-2019 ?? 9:04:30,31,13,1,Photo,1.01983,19.897,14.915,20,201.636,90.001,501.636,4032.72,5040.9,5.034,92.389,30.009
NOLSM8243114,27-02-2019 ?? 9:04:30,31,14,1,Photo,0.52553,20.281,15.051,19.999,201.338,89.999,501.338,4026.758,5033.448,5.021,92.009,30.005
NOLSM8253115,27-02-2019 ?? 9:04:30,31,15,1,Photo,0.79759,11.447,15.033,20,200.716,90,500.716,4014.329,5017.911,5.019,92.252,29.994
NOLSM8263116,27-02-2019 ?? 9:04:30,31,16,2,Photo,0.73313,16.992,14.929,20.003,201.234,90,501.234,4024.681,5030.851,5.026,91.889,29.998
NOLSM8273117,27-02-2019 ?? 9:04:30,31,17,2,Photo,0.59527,15.342,14.938,20.001,200.318,90.001,500.318,4006.36,5007.95,5.012,91.983,30.001
NOLSM8283118,27-02-2019 ?? 9:04:30,31,18,3,Photo,0.75455,20.463,15.026,20.002,200.786,89.999,500.786,4015.727,5019.658,5.01,92.234,30.006
NOLSM8293119,27-02-2019 ?? 9:04:30,31,19,3,Photo,0.6209,11.254,15.093,20.006,200.868,90,500.868,4017.361,5021.702,5.021,93.058,29.995
NOLSM8303120,27-02-2019 ?? 9:04:30,31,20,3,Photo,0.87484,11.233,15.095,20,202.066,90,502.066,4041.328,5051.659,5.012,91.642,30
NOLSM8313121,27-02-2019 ?? 9:04:30,31,21,1,Photo,0.8813,19.722,14.978,20.002,200.737,90.001,500.737,4014.738,5018.422,5.057,92.802,29.997
NOLSM8323122,27-02-2019 ?? 9:04:30,31,22,1,Photo,0.84799,14.71,15.055,19.998,202.456,90,502.456,4049.123,5061.404,5.063,93.113,30.004
NOLSM8333123,27-02-2019 ?? 9:04:30,31,23,1,Photo,1.1327,20.77,14.915,20.005,203.214,90,503.214,4064.29,5080.362,5.079,93.135,29.998
NOLSM8343124,27-02-2019 ?? 9:04:30,31,24,2,Photo,0.90251,20.546,15.039,20,204.229,90,504.229,4084.573,5105.717,5.103,94.179,30.003
NOLSM8353125,27-02-2019 ?? 9:04:30,31,25,2,Photo,0.91685,15.457,15.015,20,205.405,90,505.405,4108.098,5135.123,5.126,94.168,29.991
NOLSM8363126,27-02-2019 ?? 9:04:30,31,26,2,Photo,0.79532,19.017,15.112,20.002,205.027,89.999,505.027,4100.542,5125.677,5.107,93.641,30.005
NOLSM8373127,27-02-2019 ?? 9:04:30,31,27,3,Photo,1.10226,17.367,15.044,19.996,204.363,90,504.363,4087.265,5109.081,5.11,93.373,30.004
NOLSM838321,28-02-2019 ?? 9:04:30,32,1,3,Photo,0.91575,16.09,15.027,19.998,203.609,89.999,503.609,4072.172,5090.215,5.094,93.759,29.995
NOLSM839322,28-02-2019 ?? 9:04:30,32,2,3,Photo,0.93108,19.026,14.862,20.001,204.457,90,504.457,4089.147,5111.434,5.142,93.835,29.997
NOLSM840323,28-02-2019 ?? 9:04:30,32,3,1,Photo,0.76782,18.891,15.117,20.001,205.176,90.001,505.176,4103.51,5129.388,5.134,95.54,29.997
NOLSM841324,28-02-2019 ?? 9:04:30,32,4,1,Photo,0.26069,13.788,15,20.004,207.765,90.001,507.765,4155.307,5194.134,5.189,95.135,30
NOLSM842325,28-02-2019 ?? 9:04:30,32,5,1,Photo,0.87618,18.771,15.02,19.998,206.887,90,506.887,4137.747,5172.184,5.147,94.464,30.006
NOLSM843326,28-02-2019 ?? 9:04:30,32,6,2,Photo,0.84107,20.701,14.957,19.995,205.924,90,505.924,4118.487,5148.108,5.146,94.028,30.005
NOLSM844327,28-02-2019 ?? 9:04:30,32,7,2,Photo,1.09045,11.253,15.047,20,204.94,89.999,504.94,4098.797,5123.496,5.107,93.706,30.003
NOLSM845328,28-02-2019 ?? 9:04:30,32,8,2,Photo,0.98943,15.286,15.035,19.997,204.536,90,504.536,4090.713,5113.392,5.115,93.648,30
NOLSM846329,28-02-2019 ?? 9:04:30,32,9,3,Photo,1.04604,12.463,15.112,19.996,204.718,90,504.718,4094.368,5117.96,5.116,93.518,30.005
NOLSM8473210,28-02-2019 ?? 9:04:30,32,10,3,Photo,0.84374,19.767,14.91,19.999,204.22,90,504.22,4084.397,5105.496,5.092,93.432,29.99
NOLSM8483211,28-02-2019 ?? 9:04:30,32,11,3,Photo,0.89644,16.029,15.005,19.998,204.429,90,504.429,4088.587,5110.734,5.114,93.622,29.996
NOLSM8493212,28-02-2019 ?? 9:04:30,32,12,1,Photo,1.02384,17.587,14.949,20,204.266,90,504.266,4085.33,5106.662,5.083,93.227,29.994
NOLSM8503213,28-02-2019 ?? 9:04:30,32,13,1,Photo,1.02634,16.445,14.978,19.994,203.401,90,503.401,4068.014,5085.017,5.098,93.547,29.992
NOLSM8513214,28-02-2019 ?? 9:04:30,32,14,1,Photo,0.56833,15.306,15.05,20.002,203.67,90,503.67,4073.408,5091.76,5.107,93.487,30.007
NOLSM8523215,28-02-2019 ?? 9:04:30,32,15,2,Photo,1.07973,13.773,14.962,19.998,203.659,90,503.659,4073.181,5091.477,5.092,93.39,30.006
