No_Die,Datetime,Lot_Num,Wafer_Num,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Lamp,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,Target,Datetime,Error_message,Yield
NOLSM186724,23-02-2019 ?? 9:04:30,7,24,2,Oxidation,dry,1013.523745,O2,38.34,0.217,148,715.371,2,Photo,1.42549,18.091,14.983,20.003,204.107,90.001,500.541,4152.677,5084.34,4.881,93.523,30.003,1,41.583,Hg-Arc,I,436,548.78,107.644,1,Etching,348,1429,3639,5710,69.731,50.691,1.048,1,Implantation,5.63E+15,1.28E+17,9.87E+17,3.00E+17,6.00E+17,30912.449,0.01,103.123,928,156,71,02-24-2018,none,96.45
NOLSM187725,23-02-2019 ?? 9:04:30,7,25,2,Oxidation,dry,1169.930681,H2O,28.53,0.202,173,718.435,2,Photo,1.33132,15.6,14.918,19.999,200.389,90,498.193,4022.818,5047.624,4.987,92.635,29.998,2,38.5,Hg-Arc,H,365,512.505,107.739,2,Etching,182,1516,3672,5698,70.799,50.982,1.004,2,Implantation,1.47E+16,1.69E+17,7.68E+17,3.03E+17,6.00E+17,32605.348,0.01,104.08,891,152,66,02-24-2018,none,96.7
NOLSM188726,23-02-2019 ?? 9:04:30,7,26,2,Oxidation,dry,1071.003337,H2O,43.12,0.195,116,711.971,2,Photo,1.76392,14.93,14.98,20,200.739,90,503.645,4003.558,5053.991,5.115,91.418,30.002,3,34.302,Hg-Arc,I,405,539.554,106.868,3,Etching,596,1449,3660,5743,71.364,50.746,1.039,3,Implantation,8.72E+15,3.87E+16,7.66E+17,2.98E+17,6.00E+17,31458.025,0.01,102.97,904,156,163,02-24-2018,none,91.85
NOLSM189727,23-02-2019 ?? 9:04:30,7,27,2,Oxidation,wet,1102.810127,O2,38.08,0.212,122,706.134,3,Photo,0.86589,19.501,15.08,19.997,201.554,90,502.111,3963.457,5128.554,5.024,92.661,29.996,1,42.127,Hg-Arc,I,436,494.199,109.12,3,Etching,491,1598,3693,5740,69.199,51.267,1.038,3,Implantation,1.32E+16,5.76E+16,5.47E+17,2.99E+17,6.00E+17,32346.439,0.01,100.22,913,151,187,02-24-2018,none,90.65
NOLSM19081,24-02-2019 ?? 9:04:30,8,1,2,Oxidation,dry,1174.01303,O2,37.49,0.212,84,721.304,3,Photo,0.58255,13.151,14.893,20.001,199.617,90,497.666,4019.231,5089.878,5.018,96.209,30.006,2,47.002,Hg-Arc,G,436,561.787,107.763,2,Etching,362,1531,3690,5718,70.938,51.7,1.032,2,Implantation,1.44E+16,1.21E+17,5.28E+17,3.03E+17,6.00E+17,33280.627,0.01,100.796,904,152,110,02-25-2018,none,94.5
NOLSM19182,24-02-2019 ?? 9:04:30,8,2,2,Oxidation,dry,1165.617773,O2,22.88,0.199,67,704.568,3,Photo,1.37142,15.084,15.104,20,199.515,90,503.304,4083.328,5069.597,4.944,94.821,29.999,3,33.488,Hg-Arc,I,436,517.433,109.42,1,Etching,363,1373,3644,5726,70.42,51.753,1.007,1,Implantation,1.55E+16,1.40E+17,5.78E+17,3.00E+17,6.00E+17,31912.806,0.01,102.332,895,156,93,02-25-2018,none,95.35
NOLSM19283,24-02-2019 ?? 9:04:30,8,3,3,Oxidation,wet,1014.795635,H2O,27.37,0.202,146,697.739,1,Photo,1.10946,17.282,15.048,19.999,200.179,90,498.791,4037.263,5027.68,5.02,91.704,30.009,1,41.141,Hg-Arc,I,436,501.93,106.093,1,Etching,430,1429,3642,5713,71.804,51.214,1.042,1,Implantation,8.08E+15,1.89E+17,4.87E+17,2.99E+17,6.00E+17,32777.771,0.01,102.857,879,150,106,02-25-2018,none,94.7
NOLSM19384,24-02-2019 ?? 9:04:30,8,4,3,Oxidation,dry,1169.694011,O2,33.16,0.207,28,706.325,1,Photo,1.26057,14.697,15.015,19.997,200.906,89.998,497.523,3927.506,5002.992,4.919,91.435,30.001,2,17.674,Hg-Arc,H,365,496.14,107.139,2,Etching,208,1474,3667,5717,72.665,51.976,1.003,2,Implantation,1.53E+16,7.16E+16,1.24E+18,3.02E+17,6.00E+17,31290.562,0.01,106.97,870,157,106,02-25-2018,none,94.7
NOLSM19485,24-02-2019 ?? 9:04:30,8,5,3,Oxidation,dry,1124.743767,O2,29,0.216,123,693.27,1,Photo,1.1906,16.185,15.003,19.996,197.236,90,498.683,4054.51,5040.111,5.094,94.209,30.006,3,32.638,Hg-Arc,H,365,502.919,107.975,3,Etching,213,1549,3662,5712,72.487,50.941,1.02,3,Implantation,1.13E+16,4.06E+16,8.23E+17,3.01E+17,6.00E+17,31298.499,0.01,101.301,894,157,53,02-25-2018,none,97.35
NOLSM19586,24-02-2019 ?? 9:04:30,8,6,3,Oxidation,wet,1019.00918,H2O,31.53,0.222,90,697.074,2,Photo,0.94026,18.824,15.07,19.997,200.869,90.001,504.038,3989.324,4958.343,4.887,92.444,30.001,1,38.117,Hg-Arc,H,405,515.126,108.196,3,Etching,447,1510,3656,5714,70.598,51.878,1.02,3,Implantation,1.24E+16,5.16E+16,5.18E+17,3.01E+17,6.00E+17,30209.569,0.01,102.224,923,157,111,02-25-2018,none,94.45
NOLSM19687,24-02-2019 ?? 9:04:30,8,7,3,Oxidation,wet,1173.672595,O2,34.34,0.208,64,697.413,2,Photo,1.32336,13.058,15.032,19.992,197.797,89.999,498.602,4036.729,4997.91,5.14,90.421,30,2,51.562,Hg-Arc,I,405,493.986,110.285,2,Etching,457,1432,3654,5693,72.771,51.995,1.059,2,Implantation,7.39E+15,7.22E+16,8.49E+17,3.00E+17,6.00E+17,32162.117,0.01,102.221,898,156,147,02-25-2018,none,92.65
NOLSM19788,24-02-2019 ?? 9:04:30,8,8,3,Oxidation,dry,1124.892526,H2O,34.65,0.199,100,716.271,2,Photo,0.89928,17.22,15.011,19.997,198.221,89.999,504.972,3911.508,5054.012,5.097,90.527,29.989,3,62.295,Hg-Arc,I,365,516.22,108.112,1,Etching,509,1345,3636,5698,70.127,51.007,1.039,1,Implantation,1.27E+16,7.62E+15,6.70E+17,2.98E+17,6.00E+17,32339.953,0.01,104.815,899,155,78,02-25-2018,none,96.1
NOLSM19889,24-02-2019 ?? 9:04:30,8,9,3,Oxidation,dry,1034.319934,O2,38.61,0.219,109,718.706,3,Photo,1.28944,13.059,15.086,20,201.702,90,500.072,4000.58,5067.165,5.022,91.686,30.004,1,25.349,Hg-Arc,G,436,501.722,109.607,1,Etching,462,1471,3633,5707,72.067,51.012,1.031,1,Implantation,8.43E+15,6.96E+16,4.74E+17,2.99E+17,6.00E+17,31741.742,0.01,105.283,904,157,128,02-25-2018,none,93.6
NOLSM199810,24-02-2019 ?? 9:04:30,8,10,3,Oxidation,dry,1087.304689,O2,30.16,0.209,163,710.971,3,Photo,0.97567,18.062,14.968,19.999,201.582,90.001,496.137,4024.921,5121.452,5.109,93.826,30.003,2,41.313,Hg-Arc,H,365,523.504,104.712,2,Etching,315,1381,3657,5722,71.605,50.806,1.063,2,Implantation,1.18E+16,3.50E+16,4.35E+17,3.00E+17,6.00E+17,31722.431,0.01,104.227,907,155,96,02-25-2018,none,95.2
NOLSM200811,24-02-2019 ?? 9:04:30,8,11,3,Oxidation,wet,1213.64044,O2,33.43,0.221,138,708.001,3,Photo,1.13227,16.618,15.03,19.986,203.769,90,499.615,4048.829,5065.6,4.984,91.11,30.005,3,44.48,Hg-Arc,H,436,534.419,109.304,3,Etching,343,1564,3654,5704,71.254,51.148,1.037,3,Implantation,1.77E+16,1.21E+17,5.48E+17,3.01E+17,6.00E+17,32069.305,0.01,104.593,877,156,107,02-25-2018,none,94.65
NOLSM201812,24-02-2019 ?? 9:04:30,8,12,1,Oxidation,dry,1066.207388,O2,27.5,0.217,78,683.976,1,Photo,2.22462,15.734,15.122,20,200.542,90,497.613,4139.641,4967.097,5.125,91.834,30.003,1,54.595,Hg-Arc,G,436,540.067,106.494,3,Etching,369,1601,3646,5699,71.551,51.23,1.02,3,Implantation,1.32E+16,5.32E+15,1.04E+18,3.00E+17,6.00E+17,32157.206,0.01,100.959,919,149,92,02-25-2018,none,95.4
NOLSM202813,24-02-2019 ?? 9:04:30,8,13,1,Oxidation,dry,1139.661565,O2,38.15,0.195,124,710.619,1,Photo,1.52528,15.094,14.951,19.995,201.047,90,502.695,3999.588,5030.543,5.09,90.235,29.991,2,38.862,Hg-Arc,G,365,547.004,107.442,2,Etching,418,1431,3662,5695,70.397,51.179,1.01,2,Implantation,9.53E+15,8.84E+16,4.29E+17,2.99E+17,6.00E+17,31335.445,0.01,104.221,906,154,113,02-25-2018,none,94.35
NOLSM203814,24-02-2019 ?? 9:04:30,8,14,1,Oxidation,dry,948.6861651,O2,29.73,0.205,44,705.763,1,Photo,1.87755,16.122,15.047,20,198.718,89.999,503.025,4048.65,4937.847,4.948,92.042,29.997,3,50.672,Hg-Arc,I,365,517.648,107.582,1,Etching,401,1451,3671,5703,71.25,52.514,1.076,1,Implantation,1.13E+16,2.72E+17,6.65E+17,2.99E+17,6.00E+17,30860.348,0.01,104.622,904,154,192,02-25-2018,none,90.4
NOLSM204815,24-02-2019 ?? 9:04:30,8,15,1,Oxidation,wet,1123.150866,H2O,35.57,0.212,79,708.062,2,Photo,1.42394,17.557,15.014,19.997,200.84,90,501.612,4054.936,5050.988,5.023,94.128,29.997,1,40.704,Hg-Arc,G,365,521.522,108.033,1,Etching,314,1518,3653,5736,71.096,51.129,1.026,1,Implantation,1.91E+16,1.09E+17,1.32E+17,3.03E+17,6.00E+17,31055.863,0.01,103.647,890,154,73,02-25-2018,none,96.35
NOLSM205816,24-02-2019 ?? 9:04:30,8,16,1,Oxidation,wet,1058.909437,O2,39.16,0.213,110,690.937,2,Photo,1.00714,14.323,14.982,19.993,203.182,90,500.242,4058.549,4985.531,5.023,93.312,29.989,3,54.497,Hg-Arc,H,365,524.248,107.738,3,Etching,331,1359,3684,5735,70.583,50.646,1.028,3,Implantation,1.36E+16,5.26E+16,3.97E+17,3.01E+17,6.00E+17,32209.624,0.01,104.262,897,152,97,02-25-2018,none,95.15
NOLSM206817,24-02-2019 ?? 9:04:30,8,17,1,Oxidation,dry,1115.699605,O2,25.62,0.2,82,716.675,3,Photo,1.55834,12.451,15.02,19.995,196.676,90.002,501.408,4063.154,5063.012,5.079,92.48,29.988,1,44.973,Hg-Arc,G,436,536.493,108.19,3,Etching,264,1443,3702,5728,71.727,51.146,1.035,3,Implantation,8.38E+15,1.43E+17,9.45E+17,3.00E+17,6.00E+17,31158.129,0.01,105.389,892,158,128,02-25-2018,none,93.6
NOLSM207818,24-02-2019 ?? 9:04:30,8,18,1,Oxidation,wet,1097.859817,H2O,34.48,0.219,111,709.689,3,Photo,0.667,18.899,15.013,20.001,200.943,89.999,504.074,4076.151,5036.475,5.034,90.139,29.998,2,46.204,Hg-Arc,I,405,518.728,105.775,2,Etching,287,1445,3660,5724,69.297,51.531,1.002,2,Implantation,1.77E+16,1.16E+17,4.54E+17,3.00E+17,6.00E+17,31315.872,0.01,104.129,875,156,88,02-25-2018,none,95.6
NOLSM208819,24-02-2019 ?? 9:04:30,8,19,1,Oxidation,wet,991.6432961,H2O,31.65,0.226,126,720.765,3,Photo,1.11399,17.055,14.949,20.002,202.936,89.999,503.762,4000.936,5011.931,4.965,92.195,29.999,3,36.332,Hg-Arc,G,436,509.585,107.265,1,Etching,361,1455,3656,5714,70.934,51.142,1.032,1,Implantation,1.07E+16,1.77E+17,1.10E+18,3.00E+17,6.00E+17,31307.494,0.01,102.62,899,154,114,02-25-2018,none,94.3
NOLSM209820,24-02-2019 ?? 9:04:30,8,20,2,Oxidation,wet,1231.368437,O2,31.72,0.211,59,709.535,1,Photo,0.99037,15.157,15.173,19.989,200.202,90,500.182,4086.61,4911.694,4.94,94.776,30,1,35.481,Hg-Arc,G,405,509.365,106.466,1,Etching,452,1522,3640,5730,71.382,51.039,1.042,1,Implantation,8.11E+15,1.45E+17,5.52E+17,3.02E+17,6.00E+17,33410.508,0.01,101.369,915,153,86,02-25-2018,none,95.7
NOLSM210821,24-02-2019 ?? 9:04:30,8,21,2,Oxidation,dry,1115.170517,H2O,31,0.211,80,705.928,1,Photo,0.75932,15.65,15.01,19.996,205.561,90,501.265,3966.962,5142.855,4.986,91.951,30.004,3,35.155,Hg-Arc,I,405,462.733,107.413,3,Etching,343,1380,3668,5694,71.149,50.15,1.039,3,Implantation,6.51E+15,9.71E+16,6.28E+17,2.99E+17,6.00E+17,32024.685,0.01,104.31,921,155,72,02-25-2018,none,96.4
NOLSM211822,24-02-2019 ?? 9:04:30,8,22,2,Oxidation,dry,955.8951259,O2,36.92,0.209,120,719.825,2,Photo,1.62331,16.394,15.129,20,201.546,90.001,497.688,4072.796,5006.05,5.077,91.217,30.003,1,52.371,Hg-Arc,H,436,508.484,110.106,3,Etching,468,1536,3693,5700,72.08,50.514,0.996,3,Implantation,6.80E+15,5.40E+16,3.38E+17,3.01E+17,6.00E+17,31914.156,0.01,103.005,919,156,282,02-25-2018,[['Loc']],85.9
NOLSM212823,24-02-2019 ?? 9:04:30,8,23,2,Oxidation,wet,1169.835912,O2,32.07,0.202,72,700.173,2,Photo,0.92726,18.83,14.935,20.002,201.198,89.999,500.901,4014.905,5015.181,4.967,92.389,30.005,2,56.286,Hg-Arc,H,365,512.801,107.542,2,Etching,163,1435,3665,5738,69.897,50.484,1.023,2,Implantation,1.22E+16,5.67E+16,6.37E+17,3.01E+17,6.00E+17,32145.311,0.01,105.287,906,154,50,02-25-2018,none,97.5
NOLSM213824,24-02-2019 ?? 9:04:30,8,24,2,Oxidation,dry,1247.597502,H2O,37.04,0.198,121,700.67,2,Photo,1.83202,17.926,14.956,20.002,203.181,90,499.72,4069.262,5030.982,5.03,90.846,29.99,3,46.062,Hg-Arc,G,436,526.065,108.374,1,Etching,351,1415,3636,5707,70.2,51.514,1.024,1,Implantation,1.17E+16,1.76E+17,6.59E+17,3.00E+17,6.00E+17,31367.451,0.01,104.953,904,156,82,02-25-2018,none,95.9
NOLSM214825,24-02-2019 ?? 9:04:30,8,25,2,Oxidation,dry,1034.320659,O2,29.49,0.198,116,708.627,3,Photo,1.43581,19.64,14.973,20.004,203.188,90.001,499.941,4014.548,4941.211,5.04,91.643,30.01,1,57.38,Hg-Arc,H,405,566.582,107.714,1,Etching,378,1382,3643,5715,70.456,51.895,1.03,1,Implantation,7.50E+15,4.31E+16,8.26E+17,3.01E+17,6.00E+17,31803.123,0.01,101.499,924,158,99,02-25-2018,none,95.05
NOLSM215826,24-02-2019 ?? 9:04:30,8,26,2,Oxidation,wet,1088.331719,H2O,35.07,0.223,123,703.902,3,Photo,1.27241,17.858,14.986,20,204.049,90.001,499.422,4131.916,5014.635,5.056,90.442,29.99,2,55.931,Hg-Arc,H,365,517.039,109.633,2,Etching,364,1526,3644,5720,70.417,51.47,1.025,2,Implantation,1.34E+16,8.61E+16,7.30E+17,3.01E+17,6.00E+17,32135.071,0.01,101.24,892,156,105,02-25-2018,none,94.75
NOLSM216827,24-02-2019 ?? 9:04:30,8,27,2,Oxidation,dry,1071.159907,O2,34.51,0.192,57,709.961,3,Photo,1.29777,17.033,14.916,19.998,204.216,90,501.999,4103.041,5008.04,5.077,91.37,29.994,3,45.616,Hg-Arc,G,365,532.286,110.366,3,Etching,241,1443,3641,5728,71.754,52.099,1.028,3,Implantation,1.35E+16,8.91E+16,2.67E+17,3.00E+17,6.00E+17,31851.921,0.01,102.118,907,157,81,02-25-2018,none,95.95
NOLSM21791,25-02-2019 ?? 9:04:30,9,1,3,Oxidation,dry,1016.1822,H2O,32.54,0.2,74,712.606,1,Photo,1.68323,13.492,15.004,19.993,201.416,90,502.918,4095.041,5139.177,4.902,91.486,30.004,1,36.677,Hg-Arc,H,365,516.539,108.451,3,Etching,466,1635,3636,5724,71.303,51.381,1.01,3,Implantation,1.35E+16,4.33E+16,6.72E+17,2.99E+17,6.00E+17,31527.587,0.01,97.744,914,151,110,02-26-2018,none,94.5
NOLSM21892,25-02-2019 ?? 9:04:30,9,2,3,Oxidation,wet,1066.365213,H2O,38.17,0.194,65,702.893,1,Photo,1.01812,12.434,15.203,19.995,200.664,90,499.31,3993.069,5069.222,4.968,91.885,30.009,2,38.872,Hg-Arc,H,365,514.981,108.11,2,Etching,247,1628,3644,5707,72.657,51.998,1.028,2,Implantation,1.44E+16,4.99E+16,5.27E+17,3.01E+17,6.00E+17,32215.538,0.01,103.454,910,152,115,02-26-2018,none,94.25
NOLSM21993,25-02-2019 ?? 9:04:30,9,3,3,Oxidation,wet,1066.642239,O2,33.38,0.197,142,704.857,1,Photo,0.80051,12.544,15.003,19.999,202.708,90.001,500.372,4096.542,4983.974,4.999,93.549,30.006,3,37.774,Hg-Arc,I,365,531.362,107.916,1,Etching,400,1393,3703,5717,71.868,51.124,1.029,1,Implantation,1.95E+16,3.40E+16,1.09E+18,2.99E+17,6.00E+17,32325.654,0.01,102.423,907,157,137,02-26-2018,none,93.15
NOLSM22094,25-02-2019 ?? 9:04:30,9,4,3,Oxidation,wet,941.3073988,O2,37.78,0.2,80,714.216,2,Photo,1.0265,14.07,14.977,19.998,200.457,90,505.328,4055.684,5034.141,4.99,88.929,29.992,1,32.526,Hg-Arc,G,436,505.873,106.326,1,Etching,465,1526,3661,5701,71.04,51.657,1.051,1,Implantation,1.17E+16,7.80E+15,4.86E+17,3.00E+17,6.00E+17,31723.494,0.01,103.422,900,155,163,02-26-2018,none,91.85
NOLSM22195,25-02-2019 ?? 9:04:30,9,5,3,Oxidation,dry,1190.831353,O2,35.47,0.207,99.6,700.396,2,Photo,0.71383,17.714,14.889,19.997,202.81,90,496.836,3977.901,5011.968,5.11,92.838,30.006,2,44.015,Hg-Arc,G,365,522.623,108.139,2,Etching,485,1574,3659,5693,72.59,51.409,1.047,2,Implantation,9.58E+15,1.35E+17,5.71E+17,2.99E+17,6.00E+17,32407.745,0.01,102.429,900,150,167,02-26-2018,none,91.65
NOLSM22296,25-02-2019 ?? 9:04:30,9,6,3,Oxidation,dry,1339.476675,O2,31.91,0.199,26,714.998,2,Photo,1.22899,14.201,15.078,20.002,200.65,90.001,498.495,4017.199,5030.422,5.095,93.573,30.001,3,53.602,Hg-Arc,G,365,515.357,109.81,3,Etching,489,1654,3659,5724,70.283,51.824,1.032,3,Implantation,1.87E+16,3.01E+16,8.68E+17,3.01E+17,6.00E+17,32497.987,0.01,102.546,919,156,183,02-26-2018,none,90.85
NOLSM22397,25-02-2019 ?? 9:04:30,9,7,3,Oxidation,wet,1132.57503,O2,46.63,0.192,104,710.712,3,Photo,0.81828,13.544,15.019,20.005,203.278,90.001,499.703,3950.633,5045.996,5.039,90.67,30.005,1,27.048,Hg-Arc,G,436,473.289,109.915,3,Etching,368,1464,3655,5731,71.406,51.159,1.022,3,Implantation,1.44E+16,9.13E+16,6.47E+17,3.00E+17,6.00E+17,32148.097,0.01,102.642,892,154,75,02-26-2018,none,96.25
NOLSM22498,25-02-2019 ?? 9:04:30,9,8,3,Oxidation,dry,1190.729914,H2O,31.48,0.207,50,712.618,3,Photo,1.11664,16.904,15.066,19.998,200.465,90,498.492,4053.322,5009.163,5.095,93.751,30.009,3,39.324,Hg-Arc,G,405,521.735,106.117,1,Etching,251,1521,3645,5725,71.876,51.545,1.032,1,Implantation,1.77E+16,9.62E+16,8.53E+17,2.98E+17,6.00E+17,31400.682,0.01,101.624,871,155,75,02-26-2018,none,96.25
NOLSM22599,25-02-2019 ?? 9:04:30,9,9,1,Oxidation,dry,1112.416978,H2O,37.9,0.209,202,709.347,1,Photo,1.29713,16.682,14.92,20.001,204.001,90,497.334,4141.211,4984.823,5.03,91.706,30.007,1,39.92,Hg-Arc,H,436,551.343,108.192,1,Etching,413,1705,3638,5709,71.416,51.123,1.028,1,Implantation,1.23E+16,8.67E+16,2.55E+17,3.00E+17,6.00E+17,31093.126,0.01,102.801,898,153,106,02-26-2018,none,94.7
NOLSM226910,25-02-2019 ?? 9:04:30,9,10,1,Oxidation,wet,990.3594092,H2O,25.35,0.199,84,692.759,1,Photo,1.76849,12.463,14.846,19.988,201.946,90.001,502.293,4055.498,5126.15,4.964,93.548,30.011,2,42.219,Hg-Arc,I,405,567.679,108.401,2,Etching,318,1457,3663,5724,69.84,51.573,1.042,2,Implantation,8.76E+15,1.58E+17,9.49E+17,2.99E+17,6.00E+17,31269.035,0.01,103.405,909,159,96,02-26-2018,none,95.2
NOLSM227911,25-02-2019 ?? 9:04:30,9,11,1,Oxidation,dry,988.6988473,O2,30.2,0.218,121,700.321,1,Photo,1.7082,12.219,15.031,19.998,205.348,90.001,505.479,3864.82,5051.568,5.148,93.516,30.009,3,42.606,Hg-Arc,H,405,539.304,106.154,3,Etching,150,1439,3671,5704,69.267,50.843,1.05,3,Implantation,9.57E+15,1.41E+17,5.76E+17,3.01E+17,6.00E+17,32130.96,0.01,103.151,921,152,94,02-26-2018,none,95.3
NOLSM228912,25-02-2019 ?? 9:04:30,9,12,1,Oxidation,dry,975.0524691,H2O,41.08,0.215,75,708.579,2,Photo,1.36829,12.814,14.953,20.002,196.913,90.001,492.336,3961.623,4935.928,4.895,91.914,29.995,1,52.749,Hg-Arc,I,405,527.721,108.309,3,Etching,566,1479,3674,5746,71.324,50.629,1.062,3,Implantation,1.20E+16,1.56E+17,1.40E+18,3.02E+17,6.00E+17,32270.306,0.01,103.157,891,152,193,02-26-2018,none,90.35
NOLSM229913,25-02-2019 ?? 9:04:30,9,13,1,Oxidation,dry,1071.150486,H2O,32.02,0.218,138,702.109,2,Photo,1.17565,14.416,15.065,19.994,203.684,89.999,493.512,4044.485,5047.638,4.987,92.708,29.995,2,43.085,Hg-Arc,G,405,543.492,110.247,2,Etching,341,1580,3650,5723,72.201,50.872,1.047,2,Implantation,1.48E+16,5.99E+16,5.52E+17,3.00E+17,6.00E+17,31181.18,0.01,102.288,915,157,132,02-26-2018,none,93.4
NOLSM230914,25-02-2019 ?? 9:04:30,9,14,1,Oxidation,wet,1114.322932,O2,29.76,0.209,136,717.471,2,Photo,1.54357,16.121,14.953,20.006,201.67,89.998,507.932,4037.619,4962.839,5.121,90.218,29.992,3,41.051,Hg-Arc,I,405,526.931,108.188,1,Etching,287,1545,3671,5701,71.545,50.574,1.026,1,Implantation,6.66E+15,5.41E+16,5.00E+17,2.99E+17,6.00E+17,31249.611,0.01,102.036,893,155,127,02-26-2018,none,93.65
NOLSM231915,25-02-2019 ?? 9:04:30,9,15,1,Oxidation,dry,1161.965758,H2O,32.85,0.209,235,709.599,3,Photo,0.68727,14.665,15.02,20.004,200.067,90.001,500.534,4031.247,4978.986,5.046,91.262,29.993,1,8.101,Hg-Arc,G,365,518.953,104.841,1,Etching,434,1533,3643,5692,71.879,51.451,1.023,1,Implantation,9.26E+15,1.08E+17,1.09E+18,3.01E+17,6.00E+17,30899.82,0.01,104.486,907,155,90,02-26-2018,none,95.5
NOLSM232916,25-02-2019 ?? 9:04:30,9,16,1,Oxidation,dry,1121.638557,H2O,32.68,0.214,93,692.436,3,Photo,1.197,15.879,14.96,20.001,195.151,89.999,498.96,4078.11,4973.393,4.921,93.362,30,2,37.621,Hg-Arc,I,405,506.438,108.554,2,Etching,223,1520,3677,5715,70.915,51.24,1.034,2,Implantation,1.14E+16,1.13E+17,4.62E+17,3.00E+17,6.00E+17,31964.942,0.01,104.584,885,156,114,02-26-2018,none,94.3
NOLSM233917,25-02-2019 ?? 9:04:30,9,17,1,Oxidation,wet,1134.284688,O2,29.79,0.192,101,710.777,3,Photo,1.35868,13.499,15.066,20.001,200.691,90,504.593,3939.35,4936.805,5.106,88.578,29.998,3,29.674,Hg-Arc,I,436,522.334,110.295,3,Etching,454,1353,3673,5704,70.644,50.98,1.023,3,Implantation,8.44E+15,9.18E+16,8.33E+17,3.00E+17,6.00E+17,32318.607,0.01,102.912,905,156,130,02-26-2018,none,93.5
NOLSM234918,25-02-2019 ?? 9:04:30,9,18,2,Oxidation,wet,978.5990947,O2,27.5,0.204,116,722.031,1,Photo,1.41505,17.6,14.99,19.999,200.559,90,504.027,4021.099,5077.005,4.972,93.076,30.001,1,23.908,Hg-Arc,I,436,559.406,105.773,3,Etching,436,1597,3627,5698,70.334,50.779,1.008,3,Implantation,9.64E+15,7.41E+16,2.40E+17,3.00E+17,6.00E+17,31891.406,0.01,102.015,883,155,115,02-26-2018,none,94.25
NOLSM235919,25-02-2019 ?? 9:04:30,9,19,2,Oxidation,wet,901.2769443,H2O,35.23,0.222,42,708.489,1,Photo,0.99749,16.391,14.971,20.003,198.578,90,505.381,3998.943,4983.723,4.925,93.485,29.998,2,45.092,Hg-Arc,G,436,536.702,108.011,2,Etching,210,1399,3653,5718,71.72,49.6,1.046,2,Implantation,9.12E+15,4.07E+16,2.54E+17,3.01E+17,6.00E+17,31409.106,0.01,102.6,895,155,57,02-26-2018,none,97.15
NOLSM236920,25-02-2019 ?? 9:04:30,9,20,2,Oxidation,wet,1030.259775,O2,37.48,0.198,71,716.994,1,Photo,1.1266,15.648,14.845,19.999,200.064,89.999,505.791,3942.151,5071.576,5.039,91.969,30.001,3,47.213,Hg-Arc,I,365,505.439,106.893,1,Etching,379,1475,3652,5710,72.335,51.124,1.04,1,Implantation,6.98E+15,5.54E+16,8.43E+17,3.01E+17,6.00E+17,32608.352,0.01,103.128,900,152,78,02-26-2018,none,96.1
NOLSM237921,25-02-2019 ?? 9:04:30,9,21,2,Oxidation,dry,988.9267668,O2,39.3,0.208,122,714.2,2,Photo,1.07395,15.332,15.085,19.998,198.171,90.001,502.451,4078.181,4880.822,4.978,93.953,29.996,1,34.189,Hg-Arc,H,436,539.84,108.305,1,Etching,148,1454,3723,5719,71.233,50.985,0.99,1,Implantation,4.55E+15,6.94E+16,4.57E+17,2.98E+17,6.00E+17,32496.871,0.01,104.199,916,159,124,02-26-2018,none,93.8
NOLSM238922,25-02-2019 ?? 9:04:30,9,22,2,Oxidation,wet,1062.294072,O2,32.84,0.197,49,707.577,2,Photo,2.05777,12.277,14.911,20.004,199.6,90,502.716,4147.422,4925.622,4.879,91.194,30.006,2,29.479,Hg-Arc,I,436,514.096,108.048,2,Etching,385,1517,3681,5693,69.67,51.514,1.047,2,Implantation,1.60E+16,1.43E+17,5.02E+17,3.02E+17,6.00E+17,31912.056,0.01,106.428,898,154,145,02-26-2018,none,92.75
NOLSM239923,25-02-2019 ?? 9:04:30,9,23,2,Oxidation,dry,1091.757943,H2O,38.41,0.188,116,708.825,2,Photo,0.98062,13.182,15.061,19.994,203.109,90,499.113,4015.297,4917.795,5.037,96.653,30.005,3,41.357,Hg-Arc,G,365,491.845,106.955,3,Etching,330,1460,3659,5729,71.406,50.324,1.027,3,Implantation,1.10E+16,7.72E+16,6.64E+16,3.03E+17,6.00E+17,31192.302,0.01,103.46,916,154,61,02-26-2018,none,96.95
